stn,year,mmddhh,ta,td,hm,ws,rn,re,ww,si,ss,sn,mm,dd,hh
a,F,20121,-1.8,-5.4,76.5,3.2,0.0,0.0,G,0.08071428571428571,0.0,0.0,2,1,21
a,F,20122,-2.4,-6.6,73.3,4.1,0.0,0.0,G,0.07428571428571429,0.0,0.0,2,1,22
a,F,20123,-3.0,-7.3,72.3,3.3,0.0,0.0,G,0.06785714285714287,0.0,0.0,2,1,23
a,F,20200,-3.4,-7.1,75.9,2.9,0.0,0.0,G,0.06142857142857143,0.0,0.0,2,2,0
a,F,20201,-3.8,-8.1,72.1,3.2,0.0,0.0,G,0.055,0.0,0.0,2,2,1
a,F,20202,-4.2,-8.3,73.0,2.8,0.0,0.0,C,0.04857142857142857,0.0,0.0,2,2,2
a,F,20203,-4.4,-8.8,71.4,2.3,0.0,0.0,C,0.04214285714285714,0.0,0.0,2,2,3
a,F,20204,-4.7,-8.9,72.6,1.4,0.0,0.0,C,0.03571428571428571,0.0,0.0,2,2,4
a,F,20205,-4.8,-9.1,72.1,1.3,0.0,0.0,C,0.029285714285714276,0.0,0.0,2,2,5
a,F,20206,-4.2,-8.9,69.9,2.4,0.0,0.0,C,0.022857142857142854,0.0,0.0,2,2,6
a,F,20207,-4.1,-9.0,69.0,1.7,0.0,0.0,C,0.01642857142857143,0.0,0.0,2,2,7
a,F,20208,-4.4,-9.4,68.2,3.1,0.0,0.0,C,0.01,0.0,0.0,2,2,8
a,F,20209,-4.8,-9.3,70.8,3.8,0.0,0.0,C,0.4,0.9,0.0,2,2,9
a,F,20210,-4.3,-10.5,62.1,4.1,0.0,0.0,C,1.07,1.0,0.0,2,2,10
a,F,20211,-3.8,-11.3,55.9,3.4,0.0,0.0,C,1.58,1.0,0.0,2,2,11
a,F,20212,-3.4,-13.1,47.1,3.5,0.0,0.0,C,1.89,1.0,0.0,2,2,12
a,F,20213,-2.8,-13.0,45.3,3.4,0.0,0.0,C,2.18,1.0,0.0,2,2,13
a,F,20214,-2.3,-12.0,47.2,3.5,0.0,0.0,C,2.16,1.0,0.0006299212598425198,2,2,14
a,F,20215,-1.8,-11.3,48.0,3.1,0.0,0.0,C,1.87,1.0,0.0012598425196850395,2,2,15
a,F,20216,-1.5,-11.6,45.9,2.9,0.0,0.0,C,1.46,1.0,0.0018897637795275593,2,2,16
a,F,20217,-1.4,-12.0,44.2,2.7,0.0,0.0,C,0.81,1.0,0.002519685039370079,2,2,17
a,F,20218,-1.9,-12.2,45.3,2.1,0.0,0.0,C,0.2,0.7,0.003149606299212599,2,2,18
a,F,20219,-2.7,-11.4,51.2,1.8,0.0,0.0,C,0.18642857142857144,0.6499999999999999,0.0037795275590551186,2,2,19
a,F,20220,-2.7,-11.1,52.4,1.7,0.0,0.0,C,0.17285714285714288,0.6,0.004409448818897639,2,2,20
a,F,20221,-2.3,-10.3,54.3,2.2,0.0,0.0,C,0.1592857142857143,0.5499999999999999,0.005039370078740158,2,2,21
a,F,20222,-2.3,-9.0,60.2,2.5,0.0,0.0,C,0.14571428571428574,0.5,0.005669291338582677,2,2,22
a,F,20223,-2.1,-7.6,66.0,2.6,0.0,0.0,C,0.13214285714285717,0.44999999999999996,0.006299212598425198,2,2,23
a,F,20300,-1.8,-6.6,70.0,2.5,0.0,0.0,R,0.11857142857142858,0.39999999999999997,0.006929133858267718,2,3,0
a,F,20301,-1.8,-6.2,71.9,2.9,0.0,0.0,C,0.10500000000000001,0.35,0.007559055118110237,2,3,1
a,F,20302,-2.6,-6.8,72.8,4.0,0.0,0.0,C,0.09142857142857144,0.3,0.008188976377952756,2,3,2
a,F,20303,-3.6,-8.0,71.5,3.6,0.0,0.0,C,0.07785714285714287,0.25,0.008818897637795278,2,3,3
a,F,20304,-4.2,-9.5,66.6,3.5,0.0,0.0,C,0.06428571428571431,0.2,0.009448818897637797,2,3,4
a,F,20305,-5.0,-10.9,63.3,2.6,0.0,0.0,C,0.05071428571428574,0.15000000000000002,0.010078740157480316,2,3,5
a,F,20306,-5.4,-11.6,62.0,2.7,0.0,0.0,C,0.037142857142857144,0.09999999999999998,0.010708661417322836,2,3,6
a,F,20307,-5.7,-12.0,61.0,2.4,0.0,0.0,C,0.023571428571428577,0.050000000000000044,0.011338582677165355,2,3,7
a,F,20308,-5.9,-12.3,60.6,1.9,0.0,0.0,C,0.01,0.0,0.011968503937007876,2,3,8
a,F,20309,-5.3,-11.7,60.7,1.9,0.0,0.0,G,0.4,0.9,0.012598425196850395,2,3,9
a,F,20310,-4.0,-10.7,59.4,2.5,0.0,0.0,C,1.05,1.0,0.013228346456692915,2,3,10
a,F,20311,-3.3,-11.4,53.5,3.2,0.0,0.0,C,1.67,1.0,0.013858267716535436,2,3,11
a,F,20312,-2.8,-13.6,43.1,3.3,0.0,0.0,C,2.05,1.0,0.014488188976377955,2,3,12
a,F,20313,-2.1,-14.5,38.2,3.4,0.0,0.0,C,2.26,1.0,0.015118110236220474,2,3,13
a,F,20314,-1.5,-15.7,33.1,3.8,0.0,0.0,C,2.19,1.0,0.015748031496062995,2,3,14
a,F,20315,-1.0,-14.1,36.2,3.0,0.0,0.0,C,1.88,1.0,0.016377952755905513,2,3,15
a,F,20316,-1.2,-14.7,35.0,4.4,0.0,0.0,C,1.48,1.0,0.017007874015748034,2,3,16
a,F,20317,-1.1,-14.6,34.9,4.4,0.0,0.0,C,0.83,1.0,0.017637795275590555,2,3,17
a,F,20318,-1.7,-14.5,37.2,4.0,0.0,0.0,C,0.22,0.8,0.018267716535433073,2,3,18
a,F,20319,-2.3,-14.2,39.7,4.6,0.0,0.0,C,0.20500000000000002,0.7428571428571429,0.018897637795275594,2,3,19
a,F,20320,-2.6,-13.9,41.7,3.8,0.0,0.0,C,0.19,0.6857142857142857,0.01952755905511811,2,3,20
a,F,20321,-3.1,-13.6,44.0,2.7,0.0,0.0,C,0.175,0.6285714285714286,0.020157480314960632,2,3,21
a,F,20322,-3.5,-13.6,45.5,2.6,0.0,0.0,C,0.16,0.5714285714285714,0.020787401574803153,2,3,22
a,F,20323,-3.8,-13.7,46.2,2.1,0.0,0.0,C,0.14500000000000002,0.5142857142857142,0.02141732283464567,2,3,23
a,F,20400,-3.8,-12.0,52.9,3.0,0.0,0.0,C,0.13,0.4571428571428572,0.022047244094488192,2,4,0
a,F,20401,-4.0,-11.7,54.8,2.7,0.0,0.0,C,0.115,0.4,0.02267716535433071,2,4,1
a,F,20402,-4.1,-12.4,52.5,2.1,0.0,0.0,C,0.1,0.34285714285714286,0.02330708661417323,2,4,2
a,F,20403,-4.4,-13.0,51.2,2.1,0.0,0.0,C,0.08499999999999999,0.2857142857142857,0.023937007874015752,2,4,3
a,F,20404,-5.0,-13.0,53.6,1.2,0.0,0.0,C,0.07,0.22857142857142854,0.02456692913385827,2,4,4
a,F,20405,-5.5,-13.2,54.6,0.5,0.0,0.0,C,0.05500000000000002,0.17142857142857137,0.02519685039370079,2,4,5
a,F,20406,-5.7,-14.3,50.8,0.5,0.0,0.0,C,0.04000000000000001,0.11428571428571432,0.02582677165354331,2,4,6
a,F,20407,-5.5,-14.3,50.0,2.1,0.0,0.0,C,0.024999999999999994,0.05714285714285716,0.02645669291338583,2,4,7
a,F,20408,-5.4,-13.4,53.4,2.1,0.0,0.0,C,0.01,0.0,0.02708661417322835,2,4,8
a,F,20409,-4.8,-11.2,60.9,2.4,0.0,0.0,C,0.39,1.0,0.02771653543307087,2,4,9
a,F,20410,-4.6,-11.6,58.2,4.2,0.0,0.0,C,0.99,1.0,0.02834645669291339,2,4,10
a,F,20411,-4.0,-13.2,48.7,3.8,0.0,0.0,C,1.64,1.0,0.02897637795275591,2,4,11
a,F,20412,-3.5,-13.4,46.6,4.2,0.0,0.0,C,2.03,1.0,0.029606299212598428,2,4,12
a,F,20413,-2.9,-13.0,45.9,4.1,0.0,0.0,C,2.25,1.0,0.03023622047244095,2,4,13
a,F,20414,-2.2,-12.0,46.8,5.0,0.0,0.0,C,2.27,1.0,0.03086614173228347,2,4,14
a,F,20415,-2.5,-13.4,43.2,6.2,0.0,0.0,C,1.05,0.4,0.03149606299212599,2,4,15
a,F,20416,-2.4,-11.7,49.0,5.7,0.0,0.0,R,1.11,0.6,0.032125984251968505,2,4,16
a,F,20417,-2.7,-12.4,47.2,5.6,0.0,0.0,C,0.58,0.7,0.032755905511811026,2,4,17
a,F,20418,-3.3,-12.9,47.3,4.9,0.0,0.0,C,0.12,0.1,0.03338582677165355,2,4,18
a,F,20419,-4.0,-13.1,49.1,5.7,0.0,0.0,C,0.11285714285714285,0.09285714285714286,0.03401574803149607,2,4,19
a,F,20420,-4.9,-13.7,49.9,5.9,0.0,0.0,C,0.1057142857142857,0.08571428571428572,0.03464566929133859,2,4,20
a,F,20421,-6.0,-14.3,51.8,6.3,0.0,0.0,C,0.09857142857142856,0.07857142857142857,0.03527559055118111,2,4,21
a,F,20422,-7.0,-14.5,54.9,4.2,0.0,0.0,C,0.09142857142857143,0.07142857142857142,0.035905511811023624,2,4,22
a,F,20423,-7.4,-14.7,55.9,3.8,0.0,0.0,C,0.08428571428571428,0.06428571428571428,0.036535433070866145,2,4,23
a,F,20500,-7.3,-14.7,55.6,4.3,0.0,0.0,C,0.07714285714285714,0.05714285714285715,0.037165354330708666,2,5,0
a,F,20501,-7.3,-14.8,55.0,3.5,0.0,0.0,C,0.07,0.05,0.03779527559055119,2,5,1
a,F,20502,-7.2,-15.1,53.2,4.5,0.0,0.0,C,0.06285714285714286,0.04285714285714286,0.03842519685039371,2,5,2
a,F,20503,-7.5,-15.9,51.3,5.3,0.0,0.0,C,0.055714285714285716,0.03571428571428571,0.03905511811023622,2,5,3
a,F,20504,-7.8,-16.0,52.0,4.2,0.0,0.0,C,0.04857142857142857,0.028571428571428567,0.039685039370078744,2,5,4
a,F,20505,-8.0,-16.9,49.0,4.6,0.0,0.0,C,0.041428571428571426,0.021428571428571422,0.040314960629921265,2,5,5
a,F,20506,-8.2,-17.2,48.7,4.6,0.0,0.0,C,0.03428571428571428,0.01428571428571429,0.040944881889763786,2,5,6
a,F,20507,-8.3,-18.3,44.3,5.2,0.0,0.0,C,0.027142857142857135,0.007142857142857145,0.04157480314960631,2,5,7
a,F,20508,-8.3,-18.8,42.6,4.5,0.0,0.0,C,0.02,0.0,0.04220472440944882,2,5,8
a,F,20509,-7.9,-18.6,41.9,3.4,0.0,0.0,C,0.42,1.0,0.04283464566929134,2,5,9
a,F,20510,-6.7,-17.9,40.4,4.0,0.0,0.0,C,1.05,1.0,0.04346456692913386,2,5,10
a,F,20511,-5.6,-16.3,42.8,3.7,0.0,0.0,C,1.64,1.0,0.044094488188976384,2,5,11
a,F,20512,-4.5,-14.9,44.3,5.2,0.0,0.0,C,2.06,1.0,0.044724409448818905,2,5,12
a,F,20513,-3.9,-14.1,45.1,5.4,0.0,0.0,C,2.21,1.0,0.04535433070866142,2,5,13
a,F,20514,-3.4,-13.2,46.6,5.8,0.0,0.0,C,1.8,0.7,0.04598425196850394,2,5,14
a,F,20515,-3.6,-13.9,44.6,7.3,0.0,0.0,C,1.4,0.7,0.04661417322834646,2,5,15
a,F,20516,-3.6,-15.1,40.5,5.9,0.0,0.0,C,1.51,1.0,0.04724409448818898,2,5,16
a,F,20517,-3.9,-14.8,42.7,5.4,0.0,0.0,C,0.88,1.0,0.047874015748031504,2,5,17
a,F,20518,-4.6,-14.7,44.9,4.9,0.0,0.0,C,0.24,0.7,0.048503937007874025,2,5,18
a,F,20519,-5.2,-15.0,46.4,5.1,0.0,0.0,C,0.0,0.0,0.04913385826771654,2,5,19
a,F,20520,-5.2,-13.7,51.4,5.0,0.0,0.0,C,0.0015384615384615385,0.0,0.04976377952755906,2,5,20
a,F,20521,-5.5,-13.6,52.6,5.4,0.0,0.0,C,0.003076923076923077,0.0,0.05039370078740158,2,5,21
a,F,20522,-5.5,-13.7,52.5,4.6,0.0,0.0,C,0.004615384615384615,0.0,0.0510236220472441,2,5,22
a,F,20523,-5.6,-13.2,54.9,3.2,0.0,0.0,C,0.006153846153846154,0.0,0.05165354330708662,2,5,23
a,F,20600,-5.8,-13.1,56.6,2.1,0.0,0.0,C,0.007692307692307693,0.0,0.05228346456692914,2,6,0
a,F,20601,-5.8,-12.9,57.4,2.6,0.0,0.0,C,0.00923076923076923,0.0,0.05291338582677166,2,6,1
a,F,20602,-5.5,-13.8,52.1,3.0,0.0,0.0,C,0.010769230769230769,0.0,0.05354330708661418,2,6,2
a,F,20603,-5.5,-13.6,53.0,2.6,0.0,0.0,C,0.012307692307692308,0.0,0.0541732283464567,2,6,3
a,F,20604,-5.8,-13.5,54.4,1.5,0.0,0.0,C,0.013846153846153847,0.0,0.05480314960629922,2,6,4
a,F,20605,-5.9,-13.3,56.0,1.2,0.0,0.0,C,0.015384615384615385,0.0,0.05543307086614174,2,6,5
a,F,20606,-5.9,-13.1,56.5,1.3,0.0,0.0,C,0.016923076923076923,0.0,0.05606299212598426,2,6,6
a,F,20607,-5.7,-13.0,56.0,1.3,0.0,0.0,C,0.01846153846153846,0.0,0.05669291338582678,2,6,7
a,F,20608,-5.6,-12.8,56.8,1.4,0.0,0.0,C,0.02,0.0,0.0573228346456693,2,6,8
a,F,20609,-4.2,-11.9,55.0,1.5,0.0,0.0,C,0.43,1.0,0.05795275590551182,2,6,9
a,F,20610,-2.1,-11.2,49.9,1.8,0.0,0.0,C,1.09,1.0,0.05858267716535434,2,6,10
a,F,20611,-0.9,-11.3,45.2,2.9,0.0,0.0,C,1.67,1.0,0.059212598425196855,2,6,11
a,F,20612,-0.4,-11.3,43.5,3.9,0.0,0.0,C,2.07,1.0,0.059842519685039376,2,6,12
a,F,20613,-0.4,-11.7,42.1,4.7,0.0,0.0,C,2.19,1.0,0.0604724409448819,2,6,13
a,F,20614,-0.3,-12.0,40.8,4.7,0.0,0.0,C,2.19,1.0,0.06110236220472442,2,6,14
a,F,20615,-0.1,-12.3,39.2,4.8,0.0,0.0,C,1.94,1.0,0.06173228346456694,2,6,15
a,F,20616,0.1,-12.4,38.5,4.8,0.0,0.0,C,1.45,1.0,0.062362204724409454,2,6,16
a,F,20617,-0.2,-13.3,36.6,4.5,0.0,0.0,C,0.88,1.0,0.06299212598425198,2,6,17
a,F,20618,-1.0,-13.0,39.8,4.5,0.0,0.0,C,0.25,0.8,0.0636220472440945,2,6,18
a,F,20619,-1.7,-11.6,47.0,3.9,0.0,0.0,C,0.0,0.0,0.06425196850393701,2,6,19
a,F,20620,-2.2,-10.6,52.2,4.9,0.0,0.0,C,0.0023076923076923075,0.0,0.06488188976377954,2,6,20
a,F,20621,-2.7,-11.6,50.4,4.6,0.0,0.0,C,0.004615384615384615,0.0,0.06551181102362205,2,6,21
a,F,20622,-3.4,-12.4,49.7,3.8,0.0,0.0,C,0.006923076923076922,0.0,0.06614173228346458,2,6,22
a,F,20623,-4.0,-13.0,49.5,3.2,0.0,0.0,C,0.00923076923076923,0.0,0.0667716535433071,2,6,23
a,F,20700,-4.4,-13.2,50.2,2.6,0.0,0.0,C,0.011538461538461537,0.0,0.06740157480314961,2,7,0
a,F,20701,-4.8,-13.3,51.2,1.6,0.0,0.0,C,0.013846153846153845,0.0,0.06803149606299214,2,7,1
a,F,20702,-5.3,-13.7,51.8,0.8,0.0,0.0,C,0.01615384615384615,0.0,0.06866141732283465,2,7,2
a,F,20703,-5.5,-13.3,54.4,0.8,0.0,0.0,C,0.01846153846153846,0.0,0.06929133858267718,2,7,3
a,F,20704,-5.2,-12.8,55.2,1.4,0.0,0.0,C,0.02076923076923077,0.0,0.06992125984251969,2,7,4
a,F,20705,-4.9,-11.9,58.0,1.7,0.0,0.0,C,0.023076923076923075,0.0,0.07055118110236222,2,7,5
a,F,20706,-4.9,-11.6,59.2,1.5,0.0,0.0,C,0.02538461538461538,0.0,0.07118110236220473,2,7,6
a,F,20707,-4.6,-10.8,62.2,2.2,0.0,0.0,C,0.02769230769230769,0.0,0.07181102362204725,2,7,7
a,F,20708,-4.7,-9.5,69.2,2.1,0.0,0.0,C,0.03,0.0,0.07244094488188978,2,7,8
a,F,20709,-4.2,-10.1,63.5,2.2,0.0,0.0,C,0.43,1.0,0.07307086614173229,2,7,9
a,F,20710,-2.8,-12.3,48.1,2.2,0.0,0.0,C,0.85,0.8,0.07370078740157482,2,7,10
a,F,20711,-1.6,-14.9,35.5,2.5,0.0,0.0,C,1.2,1.0,0.07433070866141733,2,7,11
a,F,20712,-0.6,-14.6,33.9,2.0,0.0,0.0,C,1.63,1.0,0.07496062992125985,2,7,12
a,F,20713,-0.2,-14.3,33.8,2.9,0.0,0.0,C,1.74,1.0,0.07559055118110238,2,7,13
a,F,20714,0.1,-14.4,32.7,2.9,0.0,0.0,C,1.43,0.9,0.07622047244094489,2,7,14
a,F,20715,0.6,-13.0,35.4,2.5,0.0,0.0,C,1.28,0.6,0.07685039370078742,2,7,15
a,F,20716,0.5,-12.5,37.2,2.8,0.0,0.0,C,0.81,0.2,0.07748031496062993,2,7,16
a,F,20717,0.1,-13.0,36.8,3.0,0.0,0.0,C,0.37,0.0,0.07811023622047245,2,7,17
a,F,20718,-0.5,-12.7,39.3,2.4,0.0,0.0,C,0.11,0.0,0.07874015748031497,2,7,18
a,F,20719,-0.9,-11.0,46.1,2.0,0.0,0.0,C,0.0,0.0,0.07937007874015749,2,7,19
a,F,20720,-0.9,-10.4,48.3,2.0,0.0,0.0,C,0.0007692307692307692,0.0,0.08000000000000002,2,7,20
a,F,20721,-0.6,-8.9,53.5,2.5,0.0,0.0,C,0.0015384615384615385,0.0,0.08062992125984253,2,7,21
a,F,20722,-0.6,-8.0,57.2,1.3,0.0,0.0,C,0.0023076923076923075,0.0,0.08125984251968504,2,7,22
a,F,20723,-0.6,-8.6,54.5,0.9,0.0,0.0,C,0.003076923076923077,0.0,0.08188976377952757,2,7,23
a,F,20800,-0.6,-8.6,54.8,1.1,0.0,0.0,C,0.0038461538461538464,0.0,0.08251968503937009,2,8,0
a,F,20801,-0.8,-8.8,54.7,0.3,0.0,0.0,C,0.004615384615384615,0.0,0.08314960629921261,2,8,1
a,F,20802,-1.0,-9.9,51.1,0.7,0.0,0.0,C,0.005384615384615384,0.0,0.08377952755905513,2,8,2
a,F,20803,-1.1,-9.5,53.0,0.7,0.0,0.0,C,0.006153846153846154,0.0,0.08440944881889764,2,8,3
a,F,20804,-1.6,-9.5,54.7,1.6,0.0,0.0,C,0.006923076923076923,0.0,0.08503937007874017,2,8,4
a,F,20805,-1.6,-9.5,54.6,2.2,0.0,0.0,C,0.007692307692307693,0.0,0.08566929133858268,2,8,5
a,F,20806,-1.5,-8.8,57.5,2.5,0.0,0.0,C,0.008461538461538461,0.0,0.08629921259842521,2,8,6
a,F,20807,-1.6,-7.5,64.1,1.9,0.0,0.0,C,0.00923076923076923,0.0,0.08692913385826773,2,8,7
a,F,20808,-1.8,-6.1,72.2,1.0,0.0,0.0,G,0.01,0.0,0.08755905511811024,2,8,8
a,F,20809,-1.9,-5.4,76.8,0.8,0.0,0.0,G,0.24,0.0,0.08818897637795277,2,8,9
a,F,20810,-1.2,-5.3,73.9,1.3,0.0,0.0,G,0.79,0.8,0.08881889763779528,2,8,10
a,F,20811,0.0,-5.4,67.2,2.1,0.0,0.0,G,1.66,1.0,0.08944881889763781,2,8,11
a,F,20812,1.0,-7.2,54.9,2.5,0.0,0.0,C,2.13,1.0,0.09007874015748032,2,8,12
a,F,20813,2.1,-10.3,39.5,3.0,0.0,0.0,C,2.34,1.0,0.09070866141732284,2,8,13
a,F,20814,2.8,-12.3,31.9,3.6,0.0,0.0,C,2.32,1.0,0.09133858267716537,2,8,14
a,F,20815,3.6,-13.0,28.7,2.7,0.0,0.0,C,2.05,1.0,0.09196850393700788,2,8,15
a,F,20816,4.1,-12.9,27.8,2.0,0.0,0.0,C,1.57,1.0,0.09259842519685041,2,8,16
a,F,20817,4.3,-11.4,30.9,2.3,0.0,0.0,C,0.91,1.0,0.09322834645669292,2,8,17
a,F,20818,2.8,-10.6,36.6,3.3,0.0,0.0,C,0.25,0.8,0.09385826771653545,2,8,18
a,F,20819,1.2,-7.8,51.4,3.3,0.0,0.0,C,0.0,0.0,0.09448818897637797,2,8,19
a,F,20820,0.5,-6.1,61.0,2.3,0.0,0.0,C,0.0023076923076923075,0.0,0.09511811023622048,2,8,20
a,F,20821,0.2,-5.3,66.8,1.9,0.0,0.0,C,0.004615384615384615,0.0,0.09574803149606301,2,8,21
a,F,20822,-0.3,-4.9,71.2,1.5,0.0,0.0,C,0.006923076923076922,0.0,0.09637795275590552,2,8,22
a,F,20823,-0.3,-4.3,74.3,1.3,0.0,0.0,C,0.00923076923076923,0.0,0.09700787401574805,2,8,23
a,F,20900,-0.6,-5.3,70.8,0.6,0.0,0.0,C,0.011538461538461537,0.0,0.09763779527559056,2,9,0
a,F,20901,-1.2,-5.7,71.8,0.9,0.0,0.0,C,0.013846153846153845,0.0,0.09826771653543308,2,9,1
a,F,20902,-1.7,-5.8,74.0,1.1,0.0,0.0,C,0.01615384615384615,0.0,0.0988976377952756,2,9,2
a,F,20903,-2.0,-6.1,73.7,0.7,0.0,0.0,C,0.01846153846153846,0.0,0.09952755905511812,2,9,3
a,F,20904,-2.1,-4.6,83.0,1.0,0.0,0.0,G,0.02076923076923077,0.0,0.10015748031496065,2,9,4
a,F,20905,-2.3,-5.4,78.9,0.7,0.0,0.0,G,0.023076923076923075,0.0,0.10078740157480316,2,9,5
a,F,20906,-2.6,-4.7,85.6,0.5,0.0,0.0,G,0.02538461538461538,0.0,0.10141732283464568,2,9,6
a,F,20907,-3.0,-5.2,84.6,0.5,0.0,0.0,G,0.02769230769230769,0.0,0.1020472440944882,2,9,7
a,F,20908,-3.1,-4.9,87.3,1.8,0.0,0.0,G,0.03,0.0,0.10267716535433072,2,9,8
a,F,20909,-2.8,-5.1,84.0,0.5,0.0,0.0,G,0.61,1.0,0.10330708661417325,2,9,9
a,F,20910,-0.3,-4.2,74.8,1.3,0.0,0.0,G,1.17,1.0,0.10393700787401576,2,9,10
a,F,20911,0.5,-4.3,70.0,1.4,0.0,0.0,G,1.53,1.0,0.10456692913385827,2,9,11
a,F,20912,2.3,-4.1,62.9,1.4,0.0,0.0,G,1.88,1.0,0.1051968503937008,2,9,12
a,F,20913,3.5,-4.7,55.2,1.9,0.0,0.0,G,1.86,1.0,0.10582677165354332,2,9,13
a,F,20914,3.6,-7.4,44.5,2.5,0.0,0.0,G,1.9,1.0,0.10645669291338584,2,9,14
a,F,20915,4.5,-7.6,40.9,2.3,0.0,0.0,G,1.69,1.0,0.10708661417322836,2,9,15
a,F,20916,4.7,-8.1,39.1,2.3,0.0,0.0,C,1.3,1.0,0.10771653543307087,2,9,16
a,F,20917,4.1,-6.4,46.4,2.5,0.0,0.0,C,0.78,1.0,0.1083464566929134,2,9,17
a,F,20918,3.1,-5.6,53.0,2.9,0.0,0.0,C,0.23,0.4,0.10897637795275592,2,9,18
a,F,20919,1.6,-5.9,57.8,2.5,0.0,0.0,C,0.0,0.0,0.10960629921259844,2,9,19
a,F,20920,1.0,-7.4,53.4,2.6,0.0,0.0,C,0.0015384615384615385,0.0,0.11023622047244096,2,9,20
a,F,20921,0.6,-6.9,56.9,2.4,0.0,0.0,C,0.003076923076923077,0.0,0.11086614173228349,2,9,21
a,F,20922,0.4,-6.2,61.4,2.7,0.0,0.0,C,0.004615384615384615,0.0,0.111496062992126,2,9,22
a,F,20923,0.2,-5.2,67.2,2.2,0.0,0.0,C,0.006153846153846154,0.0,0.11212598425196851,2,9,23
a,F,21000,0.0,-7.6,56.8,2.1,0.0,0.0,C,0.007692307692307693,0.0,0.11275590551181104,2,10,0
a,F,21001,-0.3,-8.2,55.4,1.9,0.0,0.0,C,0.00923076923076923,0.0,0.11338582677165356,2,10,1
a,F,21002,-0.5,-8.2,55.9,1.9,0.0,0.0,C,0.010769230769230769,0.0,0.11401574803149608,2,10,2
a,F,21003,-1.0,-6.3,67.4,2.2,0.0,0.0,G,0.012307692307692308,0.0,0.1146456692913386,2,10,3
a,F,21004,-1.4,-5.9,71.2,1.8,0.0,0.0,G,0.013846153846153847,0.0,0.11527559055118111,2,10,4
a,F,21005,-1.4,-7.2,64.8,2.5,0.0,0.0,G,0.015384615384615385,0.0,0.11590551181102364,2,10,5
a,F,21006,-1.4,-8.5,58.2,2.5,0.0,0.0,C,0.016923076923076923,0.0,0.11653543307086615,2,10,6
a,F,21007,-1.6,-9.0,57.1,2.5,0.0,0.0,C,0.01846153846153846,0.0,0.11716535433070868,2,10,7
a,F,21008,-1.7,-10.4,51.3,2.7,0.0,0.0,C,0.02,0.0,0.1177952755905512,2,10,8
a,F,21009,-1.3,-10.4,49.9,1.8,0.0,0.0,G,0.43,0.9,0.11842519685039371,2,10,9
a,F,21010,0.1,-9.6,47.8,1.0,0.0,0.0,G,1.06,1.0,0.11905511811023624,2,10,10
a,F,21011,1.5,-9.0,45.7,2.2,0.0,0.0,G,1.65,1.0,0.11968503937007875,2,10,11
a,F,21012,2.7,-7.1,48.4,2.8,0.0,0.0,C,2.07,1.0,0.12031496062992128,2,10,12
a,F,21013,3.9,-6.3,47.6,2.3,0.0,0.0,G,2.23,1.0,0.1209448818897638,2,10,13
a,F,21014,5.0,-5.6,45.9,2.7,0.0,0.0,C,2.21,1.0,0.12157480314960631,2,10,14
a,F,21015,5.4,-6.3,42.6,3.2,0.0,0.0,C,1.93,1.0,0.12220472440944884,2,10,15
