stn,year,mmddhh,ta,td,hm,ws,rn,re,ww,si,ss,sn,mm,dd,hh
a,F,50216,16.3,3.3,42.3,4.9,0.0,0.0,C,2.27,0.9,0.0,5,2,16
a,F,50217,15.9,1.3,37.4,6.1,0.0,0.0,C,1.79,1.0,0.0,5,2,17
a,F,50218,15.7,1.4,38.1,4.1,0.0,0.0,C,1.09,1.0,0.0,5,2,18
a,F,50219,15.3,1.3,38.8,3.9,0.0,0.0,C,0.37,0.8,0.0,5,2,19
a,F,50220,14.0,3.1,47.9,2.3,0.0,0.0,C,0.02,0.0,0.0,5,2,20
a,F,50221,13.6,3.8,51.6,2.8,0.0,0.0,C,0.019,0.0,0.0,5,2,21
a,F,50222,13.2,4.8,57.0,2.9,0.0,0.0,C,0.018000000000000002,0.0,0.0,5,2,22
a,F,50223,12.6,3.6,54.3,2.8,0.0,0.0,C,0.017,0.0,0.0,5,2,23
a,F,50300,12.2,2.1,49.9,2.3,0.0,0.0,C,0.016,0.0,0.0,5,3,0
a,F,50301,11.5,2.6,54.3,2.6,0.0,0.0,C,0.015,0.0,0.0,5,3,1
a,F,50302,11.0,3.6,60.3,1.7,0.0,0.0,C,0.014,0.0,0.0,5,3,2
a,F,50303,10.4,3.2,60.9,1.2,0.0,0.0,C,0.013000000000000001,0.0,0.0,5,3,3
a,F,50304,9.9,4.4,68.4,1.9,0.0,0.0,C,0.012,0.0,0.0,5,3,4
a,F,50305,9.4,4.0,69.2,1.8,0.0,0.0,C,0.011,0.0,0.0,5,3,5
a,F,50306,9.3,3.9,69.3,2.1,0.0,0.0,C,0.01,0.0,0.0,5,3,6
a,F,50307,10.1,5.8,74.7,2.1,0.0,0.0,C,0.36,0.9,0.0,5,3,7
a,F,50308,11.0,4.7,65.2,1.7,0.0,0.0,C,1.05,1.0,0.0,5,3,8
a,F,50309,12.8,2.9,51.4,2.0,0.0,0.0,C,1.82,1.0,0.0,5,3,9
a,F,50310,14.5,-0.8,35.2,2.8,0.0,0.0,C,2.5,1.0,0.0,5,3,10
a,F,50311,15.4,0.3,35.9,3.7,0.0,0.0,C,3.0,1.0,0.0,5,3,11
a,F,50312,15.1,3.3,45.5,3.7,0.0,0.0,C,3.33,1.0,0.0,5,3,12
a,F,50313,16.0,0.5,34.8,3.9,0.0,0.0,C,3.46,1.0,0.0,5,3,13
a,F,50314,16.6,0.3,33.1,3.2,0.0,0.0,C,3.33,1.0,0.0,5,3,14
a,F,50315,17.0,-0.1,31.4,3.5,0.0,0.0,C,3.0,1.0,0.0,5,3,15
a,F,50316,16.7,0.8,34.2,3.2,0.0,0.0,C,2.46,1.0,0.0,5,3,16
a,F,50317,15.9,2.0,39.0,3.8,0.0,0.0,C,1.8,1.0,0.0,5,3,17
a,F,50318,14.9,0.8,38.5,3.5,0.0,0.0,C,1.07,1.0,0.0,5,3,18
a,F,50319,13.7,1.4,43.2,3.0,0.0,0.0,C,0.35,0.6,0.0,5,3,19
a,F,50320,12.7,0.7,43.7,2.6,0.0,0.0,C,0.02,0.0,0.0,5,3,20
a,F,50321,12.4,2.0,49.2,2.7,0.0,0.0,R,0.019,0.0,0.0,5,3,21
a,F,50322,12.3,1.8,48.7,3.1,0.0,0.0,C,0.018000000000000002,0.0,0.0,5,3,22
a,F,50323,12.3,1.0,46.2,2.6,0.0,0.0,C,0.017,0.0,0.0,5,3,23
a,F,50400,12.2,0.0,43.1,2.8,0.0,0.0,C,0.016,0.0,0.0,5,4,0
a,F,50401,12.1,-0.2,42.6,2.7,0.0,0.0,C,0.015,0.0,0.0,5,4,1
a,F,50402,11.9,0.7,46.1,2.8,0.0,0.0,C,0.014,0.0,0.0,5,4,2
a,F,50403,11.7,0.0,44.5,2.5,0.0,0.0,C,0.013000000000000001,0.0,0.0,5,4,3
a,F,50404,11.3,0.0,45.7,2.6,0.0,0.0,C,0.012,0.0,0.0,5,4,4
a,F,50405,11.3,0.0,45.5,2.8,0.0,0.0,C,0.011,0.0,0.0,5,4,5
a,F,50406,11.6,-0.4,43.5,3.3,0.0,0.0,C,0.01,0.0,0.0,5,4,6
a,F,50407,12.0,0.6,45.4,3.1,0.0,0.0,C,0.32,0.7,0.0,5,4,7
a,F,50408,13.2,1.5,44.9,3.7,0.0,0.0,C,1.0,1.0,0.0,5,4,8
a,F,50409,15.2,1.6,39.9,3.6,0.0,0.0,C,1.74,1.0,0.0,5,4,9
a,F,50410,17.1,1.2,34.4,3.9,0.0,0.0,C,2.37,1.0,0.0,5,4,10
a,F,50411,19.0,1.9,31.9,3.7,0.0,0.0,C,2.88,1.0,0.0,5,4,11
a,F,50412,20.5,3.3,32.2,3.9,0.0,0.0,C,3.23,1.0,0.0,5,4,12
a,F,50413,21.2,4.3,33.1,4.7,0.0,0.0,C,3.34,1.0,0.0,5,4,13
a,F,50414,21.1,4.9,34.8,4.3,0.0,0.0,C,3.25,1.0,0.0,5,4,14
a,F,50415,20.9,6.1,38.1,4.1,0.0,0.0,C,2.92,1.0,0.0,5,4,15
a,F,50416,20.2,5.7,38.7,5.2,0.0,0.0,C,2.43,1.0,0.0,5,4,16
a,F,50417,19.6,6.5,42.3,3.6,0.0,0.0,C,1.77,1.0,0.0,5,4,17
a,F,50418,18.6,6.1,44.1,4.4,0.0,0.0,C,1.04,1.0,0.0,5,4,18
a,F,50419,17.8,5.8,45.2,3.7,0.0,0.0,C,0.37,0.6,0.0,5,4,19
a,F,50420,17.1,5.6,46.7,3.4,0.0,0.0,C,0.02,0.0,0.0,5,4,20
a,F,50421,16.3,6.0,50.5,2.6,0.0,0.0,C,0.019,0.0,0.0,5,4,21
a,F,50422,16.1,4.7,46.6,3.2,0.0,0.0,C,0.018000000000000002,0.0,0.0,5,4,22
a,F,50423,15.5,3.3,43.9,2.7,0.0,0.0,C,0.017,0.0,0.0,5,4,23
a,F,50500,15.0,2.4,42.8,3.0,0.0,0.0,C,0.016,0.0,0.0,5,5,0
a,F,50501,14.7,1.8,41.8,3.0,0.0,0.0,C,0.015,0.0,0.0,5,5,1
a,F,50502,14.7,1.0,39.5,3.0,0.0,0.0,C,0.014,0.0,0.0,5,5,2
a,F,50503,14.1,0.5,39.4,2.4,0.0,0.0,C,0.013000000000000001,0.0,0.0,5,5,3
a,F,50504,13.8,0.4,39.9,2.5,0.0,0.0,C,0.012,0.0,0.0,5,5,4
a,F,50505,13.6,0.4,40.5,2.7,0.0,0.0,C,0.011,0.0,0.0,5,5,5
a,F,50506,13.4,0.7,41.8,2.5,0.0,0.0,C,0.01,0.0,0.0,5,5,6
a,F,50507,13.9,0.8,41.1,2.7,0.0,0.0,C,0.38,0.8,0.0,5,5,7
a,F,50508,15.4,1.3,38.4,3.1,0.0,0.0,C,1.1,1.0,0.0,5,5,8
a,F,50509,16.8,3.4,41.0,3.4,0.0,0.0,C,1.87,1.0,0.0,5,5,9
a,F,50510,17.6,4.9,43.0,3.2,0.0,0.0,C,2.56,1.0,0.0,5,5,10
a,F,50511,18.4,6.7,46.4,3.0,0.0,0.0,C,3.11,1.0,0.0,5,5,11
a,F,50512,19.0,8.5,50.7,3.4,0.0,0.0,C,3.47,1.0,0.0,5,5,12
a,F,50513,19.5,9.3,51.5,3.3,0.0,0.0,C,3.58,1.0,0.0,5,5,13
a,F,50514,20.4,9.2,48.5,3.3,0.0,0.0,C,3.47,1.0,0.0,5,5,14
a,F,50515,21.3,9.0,45.2,2.8,0.0,0.0,C,3.14,1.0,0.0,5,5,15
a,F,50516,21.6,9.5,46.2,3.1,0.0,0.0,C,2.6,1.0,0.0,5,5,16
a,F,50517,20.8,9.7,48.8,3.0,0.0,0.0,C,1.94,1.0,0.0,5,5,17
a,F,50518,20.0,9.4,50.5,3.1,0.0,0.0,F,1.08,1.0,0.0,5,5,18
a,F,50519,18.9,9.7,55.1,3.5,0.0,0.0,C,0.43,0.7,0.0,5,5,19
a,F,50520,17.9,10.4,61.4,2.6,0.0,0.0,C,0.04,0.1,0.0,5,5,20
a,F,50521,17.3,10.8,65.7,1.9,0.0,0.0,C,0.038,0.09000000000000001,0.0,5,5,21
a,F,50522,16.8,10.9,68.3,0.6,0.0,0.0,C,0.036000000000000004,0.08,0.0,5,5,22
a,F,50523,16.4,11.4,72.4,1.2,0.0,0.0,G,0.034,0.07,0.0,5,5,23
a,F,50600,16.1,11.4,73.9,1.2,0.0,0.0,G,0.032,0.060000000000000005,0.0,5,6,0
a,F,50601,15.9,11.5,74.9,1.5,0.0,0.0,C,0.03,0.05,0.0,5,6,1
a,F,50602,15.7,11.5,75.7,1.3,0.0,0.0,C,0.028,0.04000000000000001,0.0,5,6,2
a,F,50603,15.4,11.0,75.1,1.4,0.0,0.0,C,0.026000000000000002,0.03,0.0,5,6,3
a,F,50604,15.1,10.7,75.2,2.0,0.0,0.0,C,0.024,0.020000000000000004,0.0,5,6,4
a,F,50605,14.9,10.7,76.0,1.6,0.0,0.0,C,0.022,0.010000000000000009,0.0,5,6,5
a,F,50606,14.7,10.6,76.9,1.3,0.0,0.0,C,0.02,0.0,0.0,5,6,6
a,F,50607,15.1,11.1,77.0,1.1,0.0,0.0,R,0.41,0.7,0.0,5,6,7
a,F,50608,16.8,12.2,74.2,1.0,0.0,0.0,G,0.94,0.7,0.0,5,6,8
a,F,50609,18.5,12.2,66.5,2.1,0.0,0.0,G,1.49,0.6,0.0,5,6,9
a,F,50610,20.5,12.6,60.8,2.3,0.0,0.0,C,2.36,0.9,0.0,5,6,10
a,F,50611,21.0,12.9,59.9,3.1,0.0,0.0,C,2.9,0.9,0.0,5,6,11
a,F,50612,21.3,12.9,58.8,3.2,0.0,0.0,C,3.38,1.0,0.0,5,6,12
a,F,50613,21.7,13.8,60.4,2.9,0.0,0.0,C,3.51,1.0,0.0,5,6,13
a,F,50614,22.6,14.2,58.9,3.1,0.0,0.0,C,3.44,1.0,0.0,5,6,14
a,F,50615,22.6,13.6,56.6,3.2,0.0,0.0,C,2.83,1.0,0.0,5,6,15
a,F,50616,22.8,14.1,57.9,3.2,0.0,0.0,C,2.63,1.0,0.0,5,6,16
a,F,50617,21.9,14.4,62.4,3.4,0.0,0.0,C,1.6,0.9,0.0,5,6,17
a,F,50618,20.5,14.1,66.7,3.4,0.0,0.0,G,1.02,0.9,0.0,5,6,18
a,F,50619,19.0,13.9,72.5,3.4,0.0,0.0,G,0.45,0.4,0.0,5,6,19
a,F,50620,17.4,13.7,78.9,2.0,0.0,0.0,G,0.03,0.0,0.0,5,6,20
a,F,50621,17.1,14.2,83.1,2.3,0.0,0.0,G,0.027,0.0,0.0,5,6,21
a,F,50622,17.1,14.7,85.7,2.9,0.0,0.0,G,0.024,0.0,0.0,5,6,22
a,F,50623,16.8,14.5,86.5,2.6,0.0,0.0,G,0.020999999999999998,0.0,0.0,5,6,23
a,F,50700,16.5,14.2,86.1,2.3,0.0,0.0,G,0.018,0.0,0.0,5,7,0
a,F,50701,15.8,13.7,87.7,2.5,0.0,0.0,H,0.015,0.0,0.0,5,7,1
a,F,50702,14.4,12.8,90.5,2.3,0.0,0.0,F,0.011999999999999997,0.0,0.0,5,7,2
a,F,50703,14.4,12.9,90.8,1.3,0.0,0.0,F,0.008999999999999998,0.0,0.0,5,7,3
a,F,50704,14.3,13.0,92.3,2.3,0.2,0.0,F,0.005999999999999998,0.0,0.0,5,7,4
a,F,50705,14.1,13.0,92.9,2.6,0.1,0.0,F,0.002999999999999999,0.0,0.0,5,7,5
a,F,50706,13.7,12.3,91.2,3.0,0.095,0.0,R,0.0,0.0,0.0,5,7,6
a,F,50707,13.3,11.9,91.2,2.7,0.09000000000000001,0.0,G,0.06,0.0,0.0,5,7,7
a,F,50708,13.5,12.2,91.4,2.1,0.085,0.0,H,0.13,0.0,0.0,5,7,8
a,F,50709,14.1,12.3,88.9,2.5,0.08,0.0,G,0.52,0.0,0.0,5,7,9
a,F,50710,15.6,12.6,82.2,3.0,0.07500000000000001,0.0,C,1.43,0.1,0.0,5,7,10
a,F,50711,17.3,9.2,59.7,4.7,0.07,0.0,C,2.84,0.8,0.0,5,7,11
a,F,50712,19.0,5.8,42.6,4.6,0.065,0.0,C,3.3,1.0,0.0,5,7,12
a,F,50713,20.5,0.6,27.0,5.0,0.060000000000000005,0.0,C,3.56,1.0,0.0,5,7,13
a,F,50714,21.1,-2.0,21.2,5.6,0.05500000000000001,0.0,C,3.5,1.0,0.0,5,7,14
a,F,50715,21.6,-1.6,21.1,5.3,0.05,0.0,C,3.12,1.0,0.0,5,7,15
a,F,50716,21.1,-2.0,21.2,5.7,0.045000000000000005,0.0,C,2.37,1.0,0.0,5,7,16
a,F,50717,20.6,-1.4,22.7,4.9,0.04000000000000001,0.0,C,1.87,1.0,0.0,5,7,17
a,F,50718,19.4,0.1,27.7,4.1,0.035,0.0,C,0.8,0.5,0.0,5,7,18
a,F,50719,17.8,1.1,32.4,4.6,0.03,0.0,G,0.3,0.0,0.0,5,7,19
a,F,50720,16.8,2.6,38.7,3.8,0.02500000000000001,0.0,C,0.02,0.0,0.0,5,7,20
a,F,50721,16.1,4.4,45.8,3.1,0.020000000000000004,0.0,C,0.018000000000000002,0.0,0.0,5,7,21
a,F,50722,15.5,4.1,46.5,2.8,0.015,0.0,C,0.016,0.0,0.0,5,7,22
a,F,50723,15.2,3.6,46.0,2.4,0.010000000000000009,0.0,C,0.014,0.0,0.0,5,7,23
a,F,50800,15.1,1.7,40.5,2.5,0.0050000000000000044,0.0,G,0.012,0.0,0.0,5,8,0
a,F,50801,15.1,-0.5,34.3,2.7,0.0,0.0,C,0.01,0.0,0.0,5,8,1
a,F,50802,15.3,0.2,35.5,2.7,0.0,0.0,C,0.008,0.0,0.0,5,8,2
a,F,50803,15.8,1.5,38.0,2.8,0.0,0.0,C,0.006,0.0,0.0,5,8,3
a,F,50804,15.6,1.4,38.4,3.2,0.0,0.0,C,0.004,0.0,0.0,5,8,4
a,F,50805,15.4,1.2,38.0,2.8,0.0,0.0,C,0.0019999999999999983,0.0,0.0,5,8,5
a,F,50806,15.2,1.5,39.3,2.3,0.0,0.0,C,0.0,0.0,0.0,5,8,6
a,F,50807,15.2,0.7,37.5,2.5,0.0,0.0,R,0.08,0.0,0.0,5,8,7
a,F,50808,15.2,0.5,36.7,2.4,0.0,0.0,C,0.3,0.0,0.0,5,8,8
a,F,50809,15.8,1.3,37.4,2.9,0.0,0.0,C,0.67,0.0,0.0,5,8,9
a,F,50810,15.8,1.7,38.5,3.4,0.0,0.0,C,0.56,0.0,0.0,5,8,10
a,F,50811,16.2,1.8,37.7,3.3,0.0,0.0,C,0.81,0.0,0.0,5,8,11
a,F,50812,16.7,2.2,37.5,2.3,0.0,0.0,C,0.84,0.0,0.0,5,8,12
a,F,50813,17.1,2.7,38.2,2.1,0.0,0.0,C,0.83,0.0,0.0,5,8,13
a,F,50814,17.4,3.6,39.7,1.5,0.0,0.0,G,0.69,0.0,0.0,5,8,14
a,F,50815,17.5,4.1,41.2,1.2,0.0,0.0,C,0.54,0.0,0.0,5,8,15
a,F,50816,17.3,3.5,39.9,1.6,0.0,0.0,C,0.39,0.0,0.0,5,8,16
a,F,50817,17.0,3.1,39.6,2.0,0.0,0.0,G,0.24,0.0,0.0,5,8,17
a,F,50818,16.6,2.5,38.8,3.0,0.0,0.0,C,0.1,0.0,0.0,5,8,18
a,F,50819,15.3,3.8,46.2,4.5,0.0,0.0,C,0.03,0.0,0.0,5,8,19
a,F,50820,14.0,5.7,57.4,4.9,0.0,0.0,R,0.0,0.0,0.0,5,8,20
a,F,50821,12.9,7.1,68.0,4.8,0.1,13.0,R,0.002,0.0,0.0,5,8,21
a,F,50822,12.1,8.1,76.8,3.9,0.5,19.0,R,0.004,0.0,0.0,5,8,22
a,F,50823,11.9,8.5,79.4,4.0,0.1,0.0,R,0.006,0.0,0.0,5,8,23
a,F,50900,11.9,8.0,76.8,3.3,0.0,0.0,C,0.008,0.0,0.0,5,9,0
a,F,50901,11.8,7.5,74.8,2.1,0.0,0.0,C,0.01,0.0,0.0,5,9,1
a,F,50902,11.6,7.4,75.6,2.1,0.0,0.0,C,0.012,0.0,0.0,5,9,2
a,F,50903,11.6,7.7,77.1,3.0,0.0,0.0,C,0.014,0.0,0.0,5,9,3
a,F,50904,11.2,7.7,79.0,2.4,0.0,0.0,C,0.016,0.0,0.0,5,9,4
a,F,50905,11.2,7.5,77.7,1.5,0.0,0.0,C,0.018000000000000002,0.0,0.0,5,9,5
a,F,50906,11.1,7.7,79.2,2.3,0.0,0.0,C,0.02,0.0,0.0,5,9,6
a,F,50907,11.3,8.0,79.9,2.1,0.0,0.0,C,0.41,0.8,0.0,5,9,7
a,F,50908,12.7,8.5,75.6,2.1,0.0,0.0,C,1.11,1.0,0.0,5,9,8
a,F,50909,14.8,8.5,66.0,2.1,0.0,0.0,C,1.86,1.0,0.0,5,9,9
a,F,50910,16.4,7.9,57.1,1.9,0.0,0.0,C,2.55,1.0,0.0,5,9,10
a,F,50911,18.0,6.6,47.2,2.3,0.0,0.0,C,3.09,1.0,0.0,5,9,11
a,F,50912,19.2,6.4,43.3,3.2,0.0,0.0,C,3.45,1.0,0.0,5,9,12
a,F,50913,20.6,4.6,35.0,3.7,0.0,0.0,C,3.6,1.0,0.0,5,9,13
a,F,50914,21.7,4.3,32.1,3.6,0.0,0.0,C,3.5,1.0,0.0,5,9,14
a,F,50915,21.4,8.0,42.1,3.5,0.0,0.0,C,3.16,1.0,0.0,5,9,15
a,F,50916,21.9,7.6,39.9,3.3,0.0,0.0,C,2.57,1.0,0.0,5,9,16
a,F,50917,22.0,7.2,38.4,3.3,0.0,0.0,C,1.93,1.0,0.0,5,9,17
a,F,50918,20.7,8.9,47.2,3.2,0.0,0.0,C,1.12,1.0,0.0,5,9,18
a,F,50919,18.6,7.9,49.7,2.3,0.0,0.0,C,0.38,0.8,0.0,5,9,19
a,F,50920,17.0,7.0,52.0,2.1,0.0,0.0,C,0.03,0.2,0.0,5,9,20
a,F,50921,15.7,8.4,61.7,2.4,0.0,0.0,C,0.028,0.18000000000000002,0.0,5,9,21
a,F,50922,15.4,7.8,60.2,2.4,0.0,0.0,C,0.026,0.16,0.0,5,9,22
a,F,50923,15.2,7.6,60.7,1.0,0.0,0.0,C,0.024,0.14,0.0,5,9,23
a,F,51000,15.1,7.4,59.9,1.1,0.0,0.0,C,0.022,0.12000000000000001,0.0,5,10,0
a,F,51001,15.1,7.5,60.7,1.3,0.0,0.0,G,0.02,0.1,0.0,5,10,1
a,F,51002,14.5,8.8,68.5,2.4,0.0,0.0,G,0.018000000000000002,0.08000000000000002,0.0,5,10,2
a,F,51003,15.1,6.0,54.8,3.3,0.0,0.0,C,0.016,0.06,0.0,5,10,3
a,F,51004,15.8,2.2,39.8,4.2,0.0,0.0,C,0.014000000000000002,0.04000000000000001,0.0,5,10,4
a,F,51005,15.3,2.4,41.7,2.8,0.0,0.0,C,0.012000000000000004,0.020000000000000018,0.0,5,10,5
a,F,51006,14.6,2.8,45.1,1.8,0.0,0.0,C,0.01,0.0,0.0,5,10,6
a,F,51007,14.4,2.5,44.5,1.7,0.0,0.0,C,0.21,0.0,0.0,5,10,7
a,F,51008,15.5,1.8,39.6,1.8,0.0,0.0,C,0.86,0.5,0.0,5,10,8
a,F,51009,18.3,0.6,30.4,3.1,0.0,0.0,C,1.95,1.0,0.0,5,10,9
a,F,51010,20.3,-0.4,25.0,3.0,0.0,0.0,C,2.62,1.0,0.0,5,10,10
a,F,51011,21.7,-1.8,20.8,3.4,0.0,0.0,C,3.15,1.0,0.0,5,10,11
a,F,51012,22.9,-2.2,18.6,3.1,0.0,0.0,C,3.54,1.0,0.0,5,10,12
a,F,51013,22.9,-0.5,21.4,2.8,0.0,0.0,C,3.48,1.0,0.0,5,10,13
a,F,51014,22.3,0.7,24.0,2.8,0.0,0.0,C,3.49,1.0,0.0,5,10,14
a,F,51015,22.8,0.1,22.3,3.0,0.0,0.0,C,3.14,1.0,0.0,5,10,15
a,F,51016,23.0,-0.2,21.6,3.3,0.0,0.0,C,2.45,1.0,0.0,5,10,16
a,F,51017,22.6,0.1,22.8,3.1,0.0,0.0,C,1.49,0.7,0.0,5,10,17
a,F,51018,21.5,2.7,29.1,3.0,0.0,0.0,C,0.8,0.2,0.0,5,10,18
a,F,51019,19.6,5.1,38.4,2.1,0.0,0.0,C,0.27,0.1,0.0,5,10,19
a,F,51020,18.3,3.7,37.9,1.9,0.0,0.0,C,0.02,0.0,0.0,5,10,20
a,F,51021,17.6,3.1,38.0,1.6,0.0,0.0,C,0.019,0.0,0.0,5,10,21
a,F,51022,17.1,4.5,43.3,2.4,0.0,0.0,C,0.018000000000000002,0.0,0.0,5,10,22
a,F,51023,16.7,6.1,49.5,2.2,0.0,0.0,R,0.017,0.0,0.0,5,10,23
a,F,51100,16.3,7.1,54.2,1.9,0.0,0.0,R,0.016,0.0,0.0,5,11,0
a,F,51101,15.9,8.8,62.6,1.6,0.0,0.0,C,0.015,0.0,0.0,5,11,1
a,F,51102,15.7,9.7,67.4,1.6,0.0,6.0,R,0.014,0.0,0.0,5,11,2
a,F,51103,15.5,10.0,69.7,0.7,0.0,0.0,R,0.013000000000000001,0.0,0.0,5,11,3
a,F,51104,15.5,10.3,71.1,1.6,0.0,0.0,C,0.012,0.0,0.0,5,11,4
a,F,51105,15.1,11.6,79.5,2.7,0.0,0.0,G,0.011,0.0,0.0,5,11,5
a,F,51106,14.7,11.3,79.8,2.5,0.0,0.0,G,0.01,0.0,0.0,5,11,6
a,F,51107,14.3,9.6,73.3,2.6,0.0,0.0,C,0.34,0.4,0.0,5,11,7
a,F,51108,15.3,10.1,71.1,2.0,0.0,0.0,C,1.13,1.0,0.0,5,11,8
a,F,51109,16.6,9.7,63.5,2.0,0.0,0.0,C,1.86,1.0,0.0,5,11,9
a,F,51110,18.0,8.2,52.8,2.4,0.0,0.0,C,2.52,1.0,0.0,5,11,10
a,F,51111,19.1,9.1,52.2,2.8,0.0,0.0,C,3.02,1.0,0.0,5,11,11
a,F,51112,19.9,8.0,46.1,2.9,0.0,0.0,C,3.18,1.0,0.0,5,11,12
a,F,51113,20.0,7.1,43.0,3.4,0.0,0.0,C,3.08,1.0,0.0,5,11,13
a,F,51114,20.3,7.1,42.4,3.5,0.0,0.0,C,2.99,1.0,0.0,5,11,14
a,F,51115,20.0,8.7,48.4,4.1,0.0,0.0,C,2.64,1.0,0.0,5,11,15
a,F,51116,19.8,7.8,45.9,3.3,0.0,0.0,C,1.87,0.5,0.0,5,11,16
a,F,51117,19.8,7.4,44.4,3.1,0.0,0.0,C,1.36,0.7,0.0,5,11,17
a,F,51118,18.6,7.0,46.8,2.8,0.0,0.0,C,0.73,0.2,0.0,5,11,18
a,F,51119,17.5,7.3,50.9,3.0,0.0,0.0,C,0.24,0.0,0.0,5,11,19
a,F,51120,16.5,6.5,51.5,2.7,0.0,0.0,C,0.02,0.0,0.0,5,11,20
a,F,51121,15.7,7.7,58.8,2.4,0.0,0.0,C,0.02,0.0,0.0,5,11,21
a,F,51122,15.2,8.5,64.2,1.3,0.0,0.0,C,0.02,0.0,0.0,5,11,22
a,F,51123,14.9,10.0,72.4,2.1,0.0,0.0,C,0.02,0.0,0.0,5,11,23
a,F,51200,14.8,11.0,78.1,1.5,0.0,0.0,C,0.02,0.0,0.0,5,12,0
a,F,51201,14.9,10.9,77.2,1.1,0.0,0.0,C,0.02,0.0,0.0,5,12,1
a,F,51202,14.8,11.4,80.3,2.0,0.0,0.0,C,0.02,0.0,0.0,5,12,2
a,F,51203,14.5,10.7,78.1,2.5,0.0,0.0,G,0.02,0.0,0.0,5,12,3
