stn,year,mmddhh,ta,td,hm,ws,rn,re,ww,si,ss,sn,mm,dd,hh
a,F,80201,25.4,24.4,94.2,7.5,20.6,60.0,R,0.015,0.0,0.0,8,2,1
a,F,80202,25.1,24.5,96.4,8.2,45.1,60.0,R,0.011999999999999997,0.0,0.0,8,2,2
a,F,80203,25.0,24.6,97.4,6.2,57.3,60.0,R,0.008999999999999998,0.0,0.0,8,2,3
a,F,80204,25.3,24.8,97.2,4.2,7.5,42.0,R,0.005999999999999998,0.0,0.0,8,2,4
a,F,80205,25.4,24.8,96.2,5.0,0.0,0.0,R,0.002999999999999999,0.0,0.0,8,2,5
a,F,80206,25.5,24.7,95.3,4.8,0.0,3.0,R,0.0,0.0,0.0,8,2,6
a,F,80207,25.5,24.7,95.2,4.5,0.0,1.0,R,0.0,0.0,0.0,8,2,7
a,F,80208,25.5,24.7,95.0,4.4,0.0,0.0,R,0.0,0.0,0.0,8,2,8
a,F,80209,25.7,24.7,94.3,4.2,0.0,2.0,R,0.0,0.0,0.0,8,2,9
a,F,80210,26.0,24.9,93.9,4.4,0.0,2.0,R,0.49,0.0,0.0,8,2,10
a,F,80211,25.8,24.9,94.9,4.4,0.3,14.0,R,0.38,0.0,0.0,8,2,11
a,F,80212,26.1,24.7,92.5,5.7,0.0,5.0,R,0.26,0.0,0.0,8,2,12
a,F,80213,26.1,24.8,93.0,5.1,0.2,42.0,R,0.17,0.0,0.0,8,2,13
a,F,80214,26.2,24.9,92.4,5.7,0.2,11.0,R,0.36,0.0,0.0,8,2,14
a,F,80215,25.8,25.1,95.5,5.1,1.1,37.0,R,0.34,0.0,0.0,8,2,15
a,F,80216,25.6,25.1,97.0,5.4,5.0,56.0,R,0.27,0.0,0.0,8,2,16
a,F,80217,25.5,25.0,96.7,5.0,2.5,45.0,R,0.37,0.0,0.0,8,2,17
a,F,80218,25.5,25.0,97.0,4.8,0.5,4.0,R,0.17,0.0,0.0,8,2,18
a,F,80219,25.5,24.9,96.2,4.4,0.0,0.0,G,0.07,0.0,0.0,8,2,19
a,F,80220,25.6,24.9,95.8,4.2,0.6,22.0,R,0.0,0.0,0.0,8,2,20
a,F,80221,25.2,24.7,96.9,4.5,1.6,28.0,R,0.0,0.0,0.0,8,2,21
a,F,80222,24.6,24.1,97.1,5.5,0.7,29.0,R,0.0,0.0,0.0,8,2,22
a,F,80223,24.6,24.2,97.6,4.9,1.1,30.0,R,0.0,0.0,0.0,8,2,23
a,F,80300,25.0,24.6,98.1,3.8,3.9,51.0,R,0.0,0.0,0.0,8,3,0
a,F,80301,25.0,24.6,97.6,3.5,0.4,4.0,R,0.0,0.0,0.0,8,3,1
a,F,80302,25.1,24.7,97.7,3.7,1.3,15.0,R,0.0,0.0,0.0,8,3,2
a,F,80303,25.1,24.7,97.6,4.0,0.5,11.0,R,0.0,0.0,0.0,8,3,3
a,F,80304,25.1,24.7,97.8,4.7,19.2,51.0,R,0.0,0.0,0.0,8,3,4
a,F,80305,24.8,24.6,98.3,4.5,19.2,60.0,R,0.0,0.0,0.0,8,3,5
a,F,80306,25.1,24.8,98.3,5.0,8.3,60.0,R,0.0,0.0,0.0,8,3,6
a,F,80307,25.5,25.1,97.8,5.2,2.0,42.0,R,0.02,0.0,0.0,8,3,7
a,F,80308,25.6,25.2,97.5,4.9,0.2,4.0,R,0.06,0.0,0.0,8,3,8
a,F,80309,25.4,25.0,97.8,3.0,0.0,0.0,F,0.24,0.0,0.0,8,3,9
a,F,80310,25.3,24.9,97.5,2.8,0.0,0.0,F,0.53,0.0,0.0,8,3,10
a,F,80311,25.9,25.4,96.7,2.8,0.0,0.0,H,1.24,0.0,0.0,8,3,11
a,F,80312,26.7,25.9,95.5,3.2,0.0,0.0,G,2.68,0.5,0.0,8,3,12
a,F,80313,27.5,26.3,93.3,3.4,0.0,0.0,G,3.3,0.9,0.0,8,3,13
a,F,80314,27.8,26.3,91.4,3.7,0.0,0.0,G,2.71,0.7,0.0,8,3,14
a,F,80315,27.7,26.0,90.6,3.3,0.0,0.0,G,1.95,0.4,0.0,8,3,15
a,F,80316,27.6,25.8,89.6,3.2,0.0,0.0,G,1.51,0.2,0.0,8,3,16
a,F,80317,27.4,25.7,90.1,3.7,0.0,0.0,G,1.21,0.4,0.0,8,3,17
a,F,80318,27.6,25.7,89.5,3.0,0.0,0.0,G,1.15,0.8,0.0,8,3,18
a,F,80319,26.9,25.4,91.5,2.9,0.0,0.0,G,0.25,0.0,0.0,8,3,19
a,F,80320,26.4,25.2,93.2,2.9,0.0,0.0,G,0.03,0.0,0.0,8,3,20
a,F,80321,26.3,25.2,93.8,2.5,0.0,0.0,G,0.027,0.0,0.0,8,3,21
a,F,80322,26.2,25.2,94.4,2.2,0.0,0.0,G,0.024,0.0,0.0,8,3,22
a,F,80323,26.1,25.2,94.9,2.4,0.0,0.0,G,0.020999999999999998,0.0,0.0,8,3,23
a,F,80400,26.1,25.2,95.2,2.4,0.0,0.0,G,0.018,0.0,0.0,8,4,0
a,F,80401,25.9,25.1,95.7,2.4,0.0,0.0,F,0.015,0.0,0.0,8,4,1
a,F,80402,25.8,25.1,95.9,2.6,0.0,0.0,H,0.011999999999999997,0.0,0.0,8,4,2
a,F,80403,25.8,25.1,95.8,2.6,0.0,0.0,G,0.008999999999999998,0.0,0.0,8,4,3
a,F,80404,25.6,24.9,95.9,2.0,0.0,0.0,G,0.005999999999999998,0.0,0.0,8,4,4
a,F,80405,25.4,24.6,95.8,1.8,0.0,0.0,G,0.002999999999999999,0.0,0.0,8,4,5
a,F,80406,25.4,24.7,96.1,2.0,0.0,0.0,G,0.0,0.0,0.0,8,4,6
a,F,80407,25.5,24.9,96.3,2.2,0.0,0.0,G,0.1,0.0,0.0,8,4,7
a,F,80408,25.6,24.9,95.6,2.2,0.0,0.0,G,0.66,0.3,0.0,8,4,8
a,F,80409,26.2,25.2,94.2,1.4,0.0,0.0,C,1.41,0.7,0.0,8,4,9
a,F,80410,27.1,25.6,91.9,1.2,0.0,0.0,C,1.37,0.4,0.0,8,4,10
a,F,80411,28.0,25.7,87.7,1.8,0.0,0.0,C,2.56,0.9,0.0,8,4,11
a,F,80412,28.5,25.5,83.5,2.4,0.0,0.0,C,2.55,0.7,0.0,8,4,12
a,F,80413,28.9,25.4,81.6,2.8,0.0,0.0,C,2.95,0.9,0.0,8,4,13
a,F,80414,29.3,25.6,80.4,3.0,0.0,0.0,C,3.17,1.0,0.0,8,4,14
a,F,80415,29.5,25.5,79.4,3.3,0.0,0.0,C,2.91,1.0,0.0,8,4,15
a,F,80416,29.7,25.7,78.8,3.3,0.0,0.0,C,2.41,1.0,0.0,8,4,16
a,F,80417,29.7,25.2,76.9,3.2,0.0,0.0,C,1.72,0.9,0.0,8,4,17
a,F,80418,29.7,25.0,76.1,2.5,0.0,0.0,C,1.04,0.8,0.0,8,4,18
a,F,80419,28.6,24.9,80.3,2.8,0.0,0.0,C,0.46,0.8,0.0,8,4,19
a,F,80420,27.7,24.8,84.5,2.3,0.0,0.0,C,0.05,0.0,0.0,8,4,20
a,F,80421,27.1,24.8,86.9,2.0,0.0,0.0,C,0.045000000000000005,0.0,0.0,8,4,21
a,F,80422,26.8,25.0,89.7,1.8,0.0,0.0,C,0.04,0.0,0.0,8,4,22
a,F,80423,26.6,24.8,90.0,1.6,0.0,0.0,G,0.035,0.0,0.0,8,4,23
a,F,80500,26.4,24.9,91.5,1.5,0.0,0.0,G,0.030000000000000002,0.0,0.0,8,5,0
a,F,80501,26.3,24.9,91.8,1.8,0.0,0.0,H,0.025,0.0,0.0,8,5,1
a,F,80502,26.3,24.9,91.9,2.3,0.0,0.0,G,0.020000000000000004,0.0,0.0,8,5,2
a,F,80503,26.3,24.9,92.2,2.5,0.0,0.0,G,0.015,0.0,0.0,8,5,3
a,F,80504,26.3,25.0,92.5,2.0,0.0,0.0,G,0.010000000000000002,0.0,0.0,8,5,4
a,F,80505,26.4,25.1,92.5,2.4,0.0,0.0,G,0.0050000000000000044,0.0,0.0,8,5,5
a,F,80506,26.3,25.0,92.2,2.0,0.0,0.0,G,0.0,0.0,0.0,8,5,6
a,F,80507,26.5,25.1,92.0,2.0,0.0,2.0,R,0.14,0.0,0.0,8,5,7
a,F,80508,26.8,25.3,91.4,2.7,0.0,2.0,R,0.37,0.0,0.0,8,5,8
a,F,80509,27.4,25.5,89.3,3.2,0.0,0.0,C,1.0,0.2,0.0,8,5,9
a,F,80510,28.1,25.7,86.9,3.3,0.0,0.0,C,1.71,0.5,0.0,8,5,10
a,F,80511,28.1,25.6,85.9,3.4,0.0,0.0,C,1.64,0.3,0.0,8,5,11
a,F,80512,28.8,25.9,84.5,3.0,0.0,0.0,C,2.89,1.0,0.0,8,5,12
a,F,80513,29.4,26.0,81.9,3.2,0.0,0.0,C,3.41,1.0,0.0,8,5,13
a,F,80514,29.6,25.6,78.8,3.8,0.0,0.0,C,3.32,1.0,0.0,8,5,14
a,F,80515,29.6,25.3,78.0,3.6,0.0,0.0,C,3.03,1.0,0.0,8,5,15
a,F,80516,29.5,25.2,77.6,3.5,0.0,0.0,C,2.51,1.0,0.0,8,5,16
a,F,80517,29.8,25.5,77.7,3.2,0.0,0.0,C,1.74,0.9,0.0,8,5,17
a,F,80518,29.3,25.0,77.6,3.3,0.0,0.0,C,1.12,1.0,0.0,8,5,18
a,F,80519,28.6,25.3,82.3,2.8,0.0,0.0,C,0.35,0.4,0.0,8,5,19
a,F,80520,27.9,25.1,84.9,2.5,0.0,0.0,C,0.04,0.0,0.0,8,5,20
a,F,80521,27.4,25.3,88.5,2.7,0.0,0.0,G,0.036000000000000004,0.0,0.0,8,5,21
a,F,80522,27.1,25.5,90.9,2.6,0.0,0.0,R,0.032,0.0,0.0,8,5,22
a,F,80523,27.0,25.5,91.3,2.2,0.0,0.0,G,0.028,0.0,0.0,8,5,23
a,F,80600,27.0,25.6,91.9,2.2,0.0,0.0,G,0.024,0.0,0.0,8,6,0
a,F,80601,26.9,25.5,92.3,2.5,0.0,0.0,G,0.02,0.0,0.0,8,6,1
a,F,80602,26.8,25.5,92.8,2.0,0.0,0.0,G,0.016,0.0,0.0,8,6,2
a,F,80603,26.7,25.5,93.1,2.0,0.0,0.0,G,0.012,0.0,0.0,8,6,3
a,F,80604,26.6,25.4,93.1,1.7,0.0,0.0,G,0.008,0.0,0.0,8,6,4
a,F,80605,26.6,25.5,93.2,2.4,0.0,0.0,G,0.003999999999999997,0.0,0.0,8,6,5
a,F,80606,26.6,25.5,93.6,2.1,0.0,0.0,G,0.0,0.0,0.0,8,6,6
a,F,80607,26.6,25.4,93.0,2.1,0.0,0.0,G,0.11,0.0,0.0,8,6,7
a,F,80608,26.9,25.5,91.8,2.5,0.0,0.0,G,0.54,0.2,0.0,8,6,8
a,F,80609,27.5,25.5,89.0,3.0,0.0,0.0,G,0.73,0.2,0.0,8,6,9
a,F,80610,27.8,25.5,87.4,3.2,0.0,0.0,C,1.05,0.1,0.0,8,6,10
a,F,80611,28.0,25.5,86.6,3.4,0.0,0.0,C,1.07,0.0,0.0,8,6,11
a,F,80612,28.2,25.6,85.9,2.7,0.0,8.0,R,0.99,0.0,0.0,8,6,12
a,F,80613,27.8,25.5,87.6,2.5,0.0,0.0,G,0.55,0.0,0.0,8,6,13
a,F,80614,28.8,26.0,85.2,2.5,0.0,0.0,G,1.96,0.3,0.0,8,6,14
a,F,80615,29.4,25.8,81.2,2.9,0.0,0.0,C,1.85,0.4,0.0,8,6,15
a,F,80616,29.5,25.7,80.2,2.5,0.0,0.0,C,1.51,0.1,0.0,8,6,16
a,F,80617,29.8,26.1,80.6,2.3,0.0,0.0,C,1.52,0.6,0.0,8,6,17
a,F,80618,29.2,25.8,82.0,2.3,0.0,0.0,C,0.38,0.0,0.0,8,6,18
a,F,80619,28.6,25.7,84.1,1.7,0.0,0.0,C,0.13,0.0,0.0,8,6,19
a,F,80620,28.4,25.6,84.7,1.6,0.0,0.0,G,0.02,0.0,0.0,8,6,20
a,F,80621,28.0,25.5,86.2,2.1,0.0,2.0,G,0.019,0.0,0.0,8,6,21
a,F,80622,27.7,25.7,88.6,1.7,0.0,9.0,R,0.018000000000000002,0.0,0.0,8,6,22
a,F,80623,27.5,25.6,89.6,1.6,0.0,0.0,G,0.017,0.0,0.0,8,6,23
a,F,80700,27.4,25.5,89.5,1.4,0.0,0.0,G,0.016,0.0,0.0,8,7,0
a,F,80701,27.2,25.6,90.8,1.9,0.0,0.0,G,0.015,0.0,0.0,8,7,1
a,F,80702,27.1,25.5,91.0,2.8,0.0,0.0,G,0.014,0.0,0.0,8,7,2
a,F,80703,27.1,25.5,91.2,3.1,0.0,0.0,G,0.013000000000000001,0.0,0.0,8,7,3
a,F,80704,27.0,25.3,90.6,2.3,0.0,0.0,G,0.012,0.0,0.0,8,7,4
a,F,80705,26.9,25.3,91.1,2.7,0.0,0.0,G,0.011,0.0,0.0,8,7,5
a,F,80706,26.9,25.3,90.7,2.5,0.0,0.0,G,0.01,0.0,0.0,8,7,6
a,F,80707,27.0,25.4,91.2,2.8,0.0,0.0,G,0.21,0.0,0.0,8,7,7
a,F,80708,27.3,25.4,89.9,3.9,0.0,3.0,G,0.46,0.1,0.0,8,7,8
a,F,80709,27.3,25.4,89.1,3.7,0.0,1.0,R,0.52,0.0,0.0,8,7,9
a,F,80710,27.8,25.5,87.4,3.9,0.0,0.0,C,0.69,0.0,0.0,8,7,10
a,F,80711,27.9,25.4,86.1,3.9,0.0,0.0,C,0.38,0.0,0.0,8,7,11
a,F,80712,28.5,25.5,84.2,3.8,0.0,0.0,C,1.32,0.3,0.0,8,7,12
a,F,80713,29.6,25.9,80.5,4.5,0.0,0.0,C,1.89,0.3,0.0,8,7,13
a,F,80714,29.7,26.2,81.1,4.9,0.0,0.0,C,2.14,0.5,0.0,8,7,14
a,F,80715,29.6,25.7,79.4,4.2,0.0,0.0,C,1.06,0.0,0.0,8,7,15
a,F,80716,28.8,25.4,81.8,3.8,0.0,0.0,C,0.88,0.0,0.0,8,7,16
a,F,80717,28.8,25.6,82.6,4.1,0.0,0.0,C,0.84,0.0,0.0,8,7,17
a,F,80718,28.8,25.3,81.5,4.6,0.0,0.0,C,0.42,0.1,0.0,8,7,18
a,F,80719,28.6,25.3,82.1,4.2,0.0,0.0,C,0.14,0.0,0.0,8,7,19
a,F,80720,28.4,25.3,83.0,4.0,0.0,0.0,C,0.01,0.0,0.0,8,7,20
a,F,80721,28.4,25.2,83.0,4.5,0.0,0.0,C,0.009000000000000001,0.0,0.0,8,7,21
a,F,80722,28.1,25.3,84.8,4.7,0.0,12.0,R,0.008,0.0,0.0,8,7,22
a,F,80723,27.9,25.4,86.2,5.1,0.0,0.0,C,0.007,0.0,0.0,8,7,23
a,F,80800,27.9,25.5,87.0,5.2,0.0,0.0,R,0.006,0.0,0.0,8,8,0
a,F,80801,27.8,25.4,86.9,5.0,0.0,0.0,G,0.005,0.0,0.0,8,8,1
a,F,80802,27.7,25.3,87.0,5.3,0.0,0.0,G,0.004,0.0,0.0,8,8,2
a,F,80803,27.6,25.4,87.8,5.4,0.0,0.0,G,0.003,0.0,0.0,8,8,3
a,F,80804,27.5,25.2,87.7,5.9,0.0,0.0,G,0.002,0.0,0.0,8,8,4
a,F,80805,27.5,25.2,87.6,5.3,0.0,0.0,C,0.0009999999999999992,0.0,0.0,8,8,5
a,F,80806,27.5,25.1,86.8,5.3,0.0,3.0,C,0.0,0.0,0.0,8,8,6
a,F,80807,27.4,25.1,87.4,4.3,0.0,17.0,R,0.0,0.0,0.0,8,8,7
a,F,80808,27.2,25.3,89.2,4.2,0.0,12.0,R,0.07,0.0,0.0,8,8,8
a,F,80809,27.3,25.4,89.6,5.4,0.2,43.0,R,0.13,0.0,0.0,8,8,9
a,F,80810,27.4,25.5,89.2,6.3,0.0,4.0,R,0.31,0.0,0.0,8,8,10
a,F,80811,27.7,25.5,87.7,7.0,0.0,0.0,C,0.38,0.0,0.0,8,8,11
a,F,80812,27.2,25.3,89.4,7.0,3.1,37.0,R,0.04,0.0,0.0,8,8,12
a,F,80813,24.7,23.8,95.0,5.5,83.2,60.0,R,0.03,0.0,0.0,8,8,13
a,F,80814,25.1,24.5,96.5,3.5,1.4,55.0,R,0.22,0.0,0.0,8,8,14
a,F,80815,25.3,24.7,96.5,4.5,3.3,39.0,R,0.31,0.0,0.0,8,8,15
a,F,80816,25.7,25.3,97.3,4.8,7.3,20.0,R,0.18,0.0,0.0,8,8,16
a,F,80817,26.4,25.9,97.1,5.6,4.7,14.0,R,0.13,0.0,0.0,8,8,17
a,F,80818,25.9,25.5,97.1,6.4,31.8,45.0,R,0.03,0.0,0.0,8,8,18
a,F,80819,25.9,25.4,97.1,4.4,0.0,8.0,R,0.18,0.0,0.0,8,8,19
a,F,80820,26.1,25.6,97.4,4.1,42.8,53.0,R,0.01,0.0,0.0,8,8,20
a,F,80821,26.2,25.8,97.4,4.9,11.8,44.0,R,0.009000000000000001,0.0,0.0,8,8,21
a,F,80822,26.2,25.7,97.2,3.7,12.0,46.0,R,0.008,0.0,0.0,8,8,22
a,F,80823,25.9,25.3,97.0,4.4,5.9,42.0,R,0.007,0.0,0.0,8,8,23
a,F,80900,25.5,24.9,96.8,2.7,0.3,10.0,R,0.006,0.0,0.0,8,9,0
a,F,80901,25.4,25.0,97.3,2.6,0.2,2.0,R,0.005,0.0,0.0,8,9,1
a,F,80902,25.3,24.9,97.5,3.2,4.0,38.0,R,0.004,0.0,0.0,8,9,2
a,F,80903,25.3,24.9,97.4,2.9,2.1,49.0,R,0.003,0.0,0.0,8,9,3
a,F,80904,25.3,24.9,97.7,3.1,6.6,43.0,R,0.002,0.0,0.0,8,9,4
a,F,80905,25.1,24.7,97.5,3.0,1.6,51.0,R,0.0009999999999999992,0.0,0.0,8,9,5
a,F,80906,25.1,24.7,97.7,3.2,1.6,41.0,R,0.0,0.0,0.0,8,9,6
a,F,80907,25.0,24.5,97.5,2.3,0.0,0.0,R,0.06,0.0,0.0,8,9,7
a,F,80908,24.7,24.2,97.2,2.9,0.0,5.0,R,0.17,0.0,0.0,8,9,8
a,F,80909,24.8,24.4,97.3,2.8,0.2,25.0,R,0.2,0.0,0.0,8,9,9
a,F,80910,24.9,24.5,97.7,3.5,2.8,42.0,R,0.21,0.0,0.0,8,9,10
a,F,80911,24.9,24.5,97.4,3.7,2.0,35.0,R,0.14,0.0,0.0,8,9,11
a,F,80912,24.8,24.4,97.6,3.5,4.5,57.0,R,0.27,0.0,0.0,8,9,12
a,F,80913,24.7,24.3,97.5,3.6,5.2,60.0,R,0.17,0.0,0.0,8,9,13
a,F,80914,25.1,24.8,97.8,3.1,2.4,59.0,R,0.33,0.0,0.0,8,9,14
a,F,80915,25.6,25.2,97.5,4.1,4.2,35.0,R,0.19,0.0,0.0,8,9,15
a,F,80916,25.8,25.3,97.2,3.8,0.9,47.0,R,0.13,0.0,0.0,8,9,16
a,F,80917,25.9,25.2,96.0,5.7,4.5,58.0,R,0.04,0.0,0.0,8,9,17
a,F,80918,24.4,23.9,96.6,4.2,29.8,60.0,R,0.01,0.0,0.0,8,9,18
a,F,80919,23.5,23.0,96.8,2.3,3.1,57.0,R,0.03,0.0,0.0,8,9,19
a,F,80920,23.0,22.5,96.8,1.9,13.7,60.0,R,0.0,0.0,0.0,8,9,20
a,F,80921,22.6,22.1,97.1,2.3,10.1,33.0,R,0.0,0.0,0.0,8,9,21
a,F,80922,22.3,21.8,96.8,1.8,0.3,34.0,R,0.0,0.0,0.0,8,9,22
a,F,80923,21.6,21.1,96.9,4.3,5.6,54.0,R,0.0,0.0,0.0,8,9,23
a,F,81000,21.1,20.6,97.1,3.5,7.7,60.0,R,0.0,0.0,0.0,8,10,0
a,F,81001,20.9,20.5,97.3,2.9,5.9,57.0,R,0.0,0.0,0.0,8,10,1
a,F,81002,20.9,20.4,97.1,2.5,0.0,1.0,R,0.0,0.0,0.0,8,10,2
a,F,81003,20.8,20.3,96.9,2.5,0.0,0.0,R,0.0,0.0,0.0,8,10,3
a,F,81004,20.9,20.4,97.0,2.2,0.0,0.0,C,0.0,0.0,0.0,8,10,4
a,F,81005,20.9,20.4,97.0,1.3,0.0,0.0,R,0.0,0.0,0.0,8,10,5
a,F,81006,20.6,20.0,96.4,1.6,0.0,0.0,C,0.0,0.0,0.0,8,10,6
a,F,81007,20.3,19.7,96.1,1.3,0.0,0.0,C,0.1,0.0,0.0,8,10,7
a,F,81008,20.8,20.2,96.5,0.9,0.0,0.0,C,0.67,0.5,0.0,8,10,8
a,F,81009,21.6,20.7,94.5,1.3,0.0,0.0,C,1.3,0.7,0.0,8,10,9
a,F,81010,22.7,21.5,92.6,1.3,0.0,0.0,G,2.06,0.9,0.0,8,10,10
a,F,81011,23.4,21.6,89.7,1.8,0.0,0.0,C,1.93,0.6,0.0,8,10,11
a,F,81012,23.8,21.9,88.9,2.1,0.0,0.0,C,2.36,0.6,0.0,8,10,12
a,F,81013,24.3,21.8,85.9,2.9,0.0,0.0,C,2.19,0.3,0.0,8,10,13
a,F,81014,24.7,22.1,85.5,3.0,0.0,0.0,C,1.99,0.1,0.0,8,10,14
a,F,81015,24.6,22.3,87.2,3.2,0.0,0.0,C,1.56,0.0,0.0,8,10,15
a,F,81016,23.9,21.6,86.8,3.0,0.0,0.0,C,0.7,0.0,0.0,8,10,16
a,F,81017,23.7,21.2,86.0,2.2,0.0,0.0,C,0.45,0.0,0.0,8,10,17
a,F,81018,23.6,21.2,86.5,2.0,0.0,0.0,C,0.27,0.0,0.0,8,10,18
a,F,81019,23.4,20.8,85.6,2.3,0.0,0.0,R,0.07,0.0,0.0,8,10,19
a,F,81020,23.2,20.7,86.1,1.7,0.0,0.0,G,0.02,0.0,0.0,8,10,20
a,F,81021,23.1,20.6,85.8,1.6,0.0,0.0,R,0.018000000000000002,0.0,0.0,8,10,21
a,F,81022,23.1,20.9,87.2,1.9,0.0,0.0,R,0.016,0.0,0.0,8,10,22
a,F,81023,23.3,21.8,91.3,1.3,0.4,14.0,R,0.014,0.0,0.0,8,10,23
a,F,81100,23.3,22.0,92.9,1.0,0.0,8.0,R,0.012,0.0,0.0,8,11,0
a,F,81101,23.2,21.9,92.7,0.5,0.0,1.0,G,0.01,0.0,0.0,8,11,1
a,F,81102,23.1,21.9,93.0,1.3,2.3,48.0,R,0.008,0.0,0.0,8,11,2
a,F,81103,22.9,21.9,94.4,1.7,0.5,48.0,R,0.006,0.0,0.0,8,11,3
a,F,81104,22.3,21.4,94.6,2.8,12.1,52.0,R,0.004,0.0,0.0,8,11,4
a,F,81105,22.0,21.1,95.1,1.9,3.6,60.0,R,0.0019999999999999983,0.0,0.0,8,11,5
a,F,81106,21.7,20.9,95.0,2.2,0.3,3.0,R,0.0,0.0,0.0,8,11,6
a,F,81107,21.8,21.0,95.1,1.8,0.0,0.0,R,0.04,0.0,0.0,8,11,7
a,F,81108,22.2,21.4,95.2,0.9,0.0,0.0,G,0.17,0.0,0.0,8,11,8
a,F,81109,22.8,21.9,94.7,0.8,0.0,0.0,G,0.62,0.0,0.0,8,11,9
a,F,81110,23.1,22.0,93.2,1.5,0.0,0.0,G,0.5,0.0,0.0,8,11,10
a,F,81111,23.4,22.1,92.6,1.9,0.0,0.0,R,0.64,0.0,0.0,8,11,11
a,F,81112,23.8,22.4,91.8,2.1,0.0,33.0,R,0.74,0.0,0.0,8,11,12
a,F,81113,23.5,22.3,92.9,2.8,0.6,29.0,R,0.58,0.0,0.0,8,11,13
a,F,81114,24.2,22.8,91.6,2.6,0.0,0.0,C,2.3,0.4,0.0,8,11,14
a,F,81115,25.0,22.6,86.5,3.0,0.0,0.0,C,2.36,0.7,0.0,8,11,15
a,F,81116,24.7,22.3,86.3,2.5,0.0,0.0,C,0.97,0.0,0.0,8,11,16
a,F,81117,24.8,22.4,86.5,1.8,0.0,0.0,C,0.79,0.0,0.0,8,11,17
a,F,81118,24.8,22.4,86.6,1.9,0.0,0.0,C,0.32,0.0,0.0,8,11,18
a,F,81119,24.5,22.2,86.8,1.8,0.0,0.0,C,0.2,0.0,0.0,8,11,19
a,F,81120,24.3,21.8,86.2,2.1,0.0,0.0,C,0.07,0.3,0.0,8,11,20
a,F,81121,23.9,21.9,88.3,1.7,0.0,0.0,C,0.063,0.27,0.0,8,11,21
a,F,81122,23.7,21.8,89.0,2.1,0.0,0.0,C,0.05600000000000001,0.24,0.0,8,11,22
a,F,81123,23.5,21.9,90.6,1.7,0.0,0.0,C,0.049,0.21,0.0,8,11,23
a,F,81200,23.3,21.7,90.4,1.7,0.0,0.0,G,0.042,0.18,0.0,8,12,0
a,F,81201,23.0,21.6,91.4,1.9,0.0,0.0,C,0.035,0.15,0.0,8,12,1
a,F,81202,23.1,21.6,91.5,1.1,0.0,0.0,C,0.027999999999999997,0.12,0.0,8,12,2
a,F,81203,22.8,21.5,91.9,1.1,0.0,0.0,G,0.020999999999999998,0.09,0.0,8,12,3
a,F,81204,22.7,21.4,92.5,1.0,0.0,0.0,G,0.013999999999999999,0.06,0.0,8,12,4
